order_line_id,order_id,product_id,quantity,unit_price
OL0000130,ORD000069,PROD0191,2,54.06
OL0000131,ORD000070,PROD0074,1,213.45
OL0000132,ORD000071,PROD0196,3,318.41
OL0000133,ORD000071,PROD0074,-1,213.45
OL0000134,ORD000071,PROD0186,2,25.52
OL0000135,ORD000072,PROD0124,2,207.05
OL0000136,ORD000072,PROD0067,2,41.4
OL0000137,ORD000073,PROD0020,1,227.08
OL0000138,ORD000073,PROD0236,1,15.07
OL0000139,ORD000073,PROD0208,2,211.63
OL0000140,ORD000074,PROD0135,2,107.7
OL0000141,ORD000074,PROD0081,2,144.83
OL0000142,ORD000075,PROD0142,1,91.34
OL0000143,ORD000076,PROD0057,1,398.7
OL0000144,ORD000077,PROD0198,1,163.3
OL0000145,ORD000077,PROD0202,1,223.13
OL0000146,ORD000078,PROD0137,1,397.1
OL0000147,ORD000078,PROD0102,1,80.75
OL0000148,ORD000078,PROD0113,2,77.21
OL0000149,ORD000079,PROD0157,1,21.08
OL0000150,ORD000080,PROD0210,1,280.55
OL0000151,ORD000081,PROD0133,1,360.72
OL0000152,ORD000081,PROD0121,1,440.29
OL0000153,ORD000082,PROD0019,1,75.29
OL0000154,ORD000083,PROD0049,1,173.22
OL0000155,ORD000084,PROD0027,1,424.84
OL0000156,ORD000084,PROD0004,1,34.15
OL0000157,ORD000085,PROD0152,1,210.08
OL0000158,ORD000085,PROD0161,-1,224.95
OL0000159,ORD000086,PROD0091,1,85.25
OL0000160,ORD000086,PROD0154,1,156.33
OL0000161,ORD000086,PROD0234,1,133.36
OL0000162,ORD000087,PROD0136,1,348.64
OL0000163,ORD000088,PROD0057,1,398.7
OL0000164,ORD000089,PROD0145,2,111.15
OL0000165,ORD000089,PROD0008,-1,51.44
OL0000166,ORD000089,PROD0070,1,177.77
OL0000167,ORD000090,PROD0148,1,50.73
OL0000168,ORD000091,PROD0020,1,227.08
OL0000169,ORD000091,PROD0070,1,177.77
OL0000170,ORD000092,PROD0101,1,151.08
OL0000171,ORD000093,PROD0220,1,165.19
OL0000172,ORD000094,PROD0131,1,297.24
OL0000173,ORD000094,PROD0037,3,10.93
OL0000174,ORD000094,PROD0008,1,51.44
OL0000175,ORD000095,PROD0035,-1,44.34
OL0000176,ORD000095,PROD0045,1,300.19
OL0000177,ORD000095,PROD0151,2,24.98
OL0000178,ORD000096,PROD0084,2,87.05
OL0000179,ORD000097,PROD0072,1,147.75
OL0000180,ORD000098,PROD0034,1,67.46
OL0000181,ORD000098,PROD0103,1,130.54
OL0000182,ORD000098,PROD0208,1,211.63
OL0000183,ORD000098,PROD0164,2,211.32
OL0000184,ORD000099,PROD0043,1,96.71
OL0000185,ORD000100,PROD0133,2,360.72
OL0000186,ORD000100,PROD0202,1,223.13
OL0000187,ORD000100,PROD0015,2,133.64
OL0000188,ORD000100,PROD0216,2,66.55
OL0000189,ORD000101,PROD0206,2,155.32
OL0000190,ORD000101,PROD0208,1,211.63
OL0000191,ORD000102,PROD0089,2,219.19
OL0000192,ORD000102,PROD0060,3,318.19
OL0000193,ORD000103,PROD0149,1,207.8
OL0000194,ORD000103,PROD0140,2,300.78
OL0000195,ORD000103,PROD0238,1,256.8
OL0000196,ORD000104,PROD0046,3,55.23
OL0000197,ORD000104,PROD0106,1,221.32
OL0000198,ORD000105,PROD0193,1,316.11
OL0000199,ORD000106,PROD0077,1,55.43
OL0000200,ORD000106,PROD0189,1,183.41
OL0000201,ORD000106,PROD0136,2,348.64
OL0000202,ORD000106,PROD0247,2,76.12
OL0000203,ORD000107,PROD0039,3,178.44
OL0000204,ORD000107,PROD0042,2,78.2
OL0000205,ORD000107,PROD0119,1,63.92
OL0000206,ORD000108,PROD0119,1,63.92
OL0000207,ORD000109,PROD0044,1,280.87
OL0000208,ORD000109,PROD0250,1,464.34
OL0000209,ORD000109,PROD0123,1,16.18
OL0000210,ORD000110,PROD0036,1,204.81
OL0000211,ORD000110,PROD0021,1,47.98
OL0000212,ORD000111,PROD0015,2,133.64
OL0000213,ORD000111,PROD0212,2,37.58
OL0000214,ORD000112,PROD0028,1,278.07
OL0000215,ORD000112,PROD0013,1,197.04
OL0000216,ORD000113,PROD0203,1,150.75
OL0000217,ORD000113,PROD0087,1,141.51
OL0000218,ORD000113,PROD0124,1,207.05
OL0000219,ORD000114,PROD0138,1,180.0
OL0000220,ORD000114,PROD0212,1,37.58
OL0000221,ORD000115,PROD0036,2,204.81
OL0000222,ORD000115,PROD0164,3,211.32
OL0000223,ORD000116,PROD0010,1,127.96
OL0000224,ORD000117,PROD0140,1,300.78
OL0000225,ORD000118,PROD0066,1,115.83
OL0000226,ORD000119,PROD0164,1,211.32
OL0000227,ORD000119,PROD0064,1,363.5
OL0000228,ORD000120,PROD0092,1,413.9
OL0000229,ORD000121,PROD0149,1,207.8
OL0000230,ORD000121,PROD0125,1,424.61
OL0000231,ORD000121,PROD0054,1,174.79
OL0000232,ORD000122,PROD0060,1,318.19
OL0000233,ORD000122,PROD0181,2,153.63
OL0000234,ORD000122,PROD0208,2,211.63
OL0000235,ORD000123,PROD0072,1,147.75
OL0000236,ORD000123,PROD0190,2,234.09
OL0000237,ORD000123,PROD0063,1,79.18
OL0000238,ORD000124,PROD0172,2,62.07
OL0000239,ORD000125,PROD0043,1,96.71
OL0000240,ORD000125,PROD0103,3,130.54
OL0000241,ORD000125,PROD0149,3,207.8
OL0000242,ORD000126,PROD0009,1,111.88
OL0000243,ORD000126,PROD0047,1,276.8
OL0000244,ORD000127,PROD0116,2,276.2
OL0000245,ORD000127,PROD0036,1,204.81
OL0000246,ORD000128,PROD0185,1,48.46
OL0000247,ORD000128,PROD0201,1,54.93
OL0000248,ORD000129,PROD0005,1,244.35
OL0000249,ORD000129,PROD0209,1,91.81
OL0000250,ORD000130,PROD0188,1,26.57
OL0000251,ORD000131,PROD0045,1,300.19
OL0000252,ORD000131,PROD0168,1,14.38
OL0000253,ORD000131,PROD0049,1,173.22
OL0000254,ORD000132,PROD0215,1,87.91
OL0000255,ORD000132,PROD0066,2,115.83
OL0000256,ORD000133,PROD0236,2,15.07
OL0000257,ORD000133,PROD0027,1,424.84
OL0000258,ORD000133,PROD0241,-1,253.35
OL0000259,ORD000133,PROD0046,1,55.23
OL0000260,ORD000134,PROD0162,2,190.48
OL0000261,ORD000134,PROD0171,2,169.53
OL0000262,ORD000135,PROD0240,1,340.68
OL0000263,ORD000135,PROD0237,1,28.06
OL0000264,ORD000136,PROD0185,2,48.46
OL0000265,ORD000137,PROD0188,2,26.57
OL0000266,ORD000138,PROD0198,1,163.3
OL0000267,ORD000138,PROD0082,1,227.29
OL0000268,ORD000139,PROD0013,1,197.04
OL0000269,ORD000139,PROD0142,1,91.34
OL0000270,ORD000140,PROD0175,1,146.72
OL0000271,ORD000141,PROD0189,1,183.41
OL0000272,ORD000142,PROD0109,1,139.46
OL0000273,ORD000143,PROD0003,2,43.58
OL0000274,ORD000143,PROD0200,1,312.72
OL0000275,ORD000143,PROD0116,2,276.2
OL0000276,ORD000144,PROD0112,1,34.58
OL0000277,ORD000145,PROD0185,1,48.46
OL0000278,ORD000146,PROD0028,1,278.07
OL0000279,ORD000146,PROD0020,1,227.08
OL0000280,ORD000147,PROD0063,1,79.18
OL0000281,ORD000148,PROD0162,1,190.48
OL0000282,ORD000149,PROD0065,1,9.32
OL0000283,ORD000150,PROD0133,2,360.72
OL0000284,ORD000150,PROD0119,2,63.92
OL0000285,ORD000150,PROD0110,3,288.47
OL0000286,ORD000150,PROD0211,2,336.75
OL0000287,ORD000151,PROD0007,1,223.44
OL0000288,ORD000152,PROD0240,3,340.68
OL0000289,ORD000153,PROD0172,1,62.07
OL0000290,ORD000154,PROD0008,2,51.44
OL0000291,ORD000155,PROD0176,1,226.39
OL0000292,ORD000156,PROD0049,-1,173.22
OL0000293,ORD000156,PROD0133,1,360.72
OL0000294,ORD000157,PROD0075,1,20.1
OL0000295,ORD000158,PROD0232,1,276.05
OL0000296,ORD000159,PROD0048,1,266.26
OL0000297,ORD000159,PROD0191,1,54.06
OL0000298,ORD000159,PROD0187,1,44.38
OL0000299,ORD000160,PROD0148,1,50.73
OL0000300,ORD000161,PROD0042,2,78.2
OL0000301,ORD000161,PROD0003,1,43.58
OL0000302,ORD000161,PROD0212,1,37.58
OL0000303,ORD000162,PROD0052,1,113.94
OL0000304,ORD000162,PROD0103,1,130.54
OL0000305,ORD000163,PROD0220,1,165.19
OL0000306,ORD000163,PROD0070,1,177.77
OL0000307,ORD000164,PROD0234,-1,133.36
OL0000308,ORD000164,PROD0112,1,34.58
OL0000309,ORD000164,PROD0025,-1,144.46
OL0000310,ORD000165,PROD0229,2,10.48
OL0000311,ORD000166,PROD0120,1,168.24
OL0000312,ORD000167,PROD0169,2,343.32
OL0000313,ORD000167,PROD0066,1,115.83
OL0000314,ORD000168,PROD0098,1,107.19
OL0000315,ORD000168,PROD0061,1,366.65
OL0000316,ORD000169,PROD0126,1,96.87
OL0000317,ORD000170,PROD0018,1,413.85
OL0000318,ORD000170,PROD0124,1,207.05
OL0000319,ORD000170,PROD0226,2,281.98
OL0000320,ORD000171,PROD0236,1,15.07
OL0000321,ORD000172,PROD0148,1,50.73
OL0000322,ORD000173,PROD0057,1,398.7
OL0000323,ORD000174,PROD0133,1,360.72
OL0000324,ORD000175,PROD0115,1,340.16
OL0000325,ORD000175,PROD0201,3,54.93
OL0000326,ORD000176,PROD0125,1,424.61
OL0000327,ORD000177,PROD0112,1,34.58
OL0000328,ORD000177,PROD0186,3,25.52
OL0000329,ORD000177,PROD0089,1,219.19
OL0000330,ORD000178,PROD0210,1,280.55
OL0000331,ORD000179,PROD0224,1,407.73
OL0000332,ORD000179,PROD0045,1,300.19
OL0000333,ORD000180,PROD0077,1,55.43
OL0000334,ORD000180,PROD0158,-1,333.96
OL0000335,ORD000181,PROD0088,2,167.68
OL0000336,ORD000181,PROD0237,1,28.06
OL0000337,ORD000182,PROD0224,-1,407.73
OL0000338,ORD000183,PROD0214,2,203.56
OL0000339,ORD000183,PROD0090,1,231.81
OL0000340,ORD000183,PROD0139,1,309.29
OL0000341,ORD000183,PROD0229,2,10.48
OL0000342,ORD000184,PROD0041,2,327.55
OL0000343,ORD000184,PROD0185,1,48.46
OL0000344,ORD000184,PROD0097,1,343.76
OL0000345,ORD000185,PROD0089,1,219.19
OL0000346,ORD000185,PROD0112,2,34.58
OL0000347,ORD000185,PROD0064,1,363.5
OL0000348,ORD000186,PROD0147,-1,253.83
OL0000349,ORD000187,PROD0202,2,223.13
OL0000350,ORD000187,PROD0235,1,112.41
OL0000351,ORD000188,PROD0232,2,276.05
OL0000352,ORD000189,PROD0119,1,63.92
OL0000353,ORD000189,PROD0022,-1,24.48
OL0000354,ORD000190,PROD0119,1,63.92
OL0000355,ORD000191,PROD0162,1,190.48
OL0000356,ORD000192,PROD0238,3,256.8
OL0000357,ORD000193,PROD0031,2,113.57
OL0000358,ORD000194,PROD0233,1,299.68
OL0000359,ORD000195,PROD0249,1,136.75
OL0000360,ORD000196,PROD0113,1,77.21
OL0000361,ORD000197,PROD0040,1,89.58
OL0000362,ORD000198,PROD0071,1,267.75
OL0000363,ORD000199,PROD0067,1,41.4
OL0000364,ORD000199,PROD0163,1,391.14
OL0000365,ORD000199,PROD0035,1,44.34
OL0000366,ORD000200,PROD0195,1,323.28
OL0000367,ORD000200,PROD0161,1,224.95
OL0000368,ORD000201,PROD0191,1,54.06
OL0000369,ORD000201,PROD0073,2,65.8
OL0000370,ORD000202,PROD0157,1,21.08
OL0000371,ORD000202,PROD0157,-1,21.08
OL0000372,ORD000203,PROD0147,2,253.83
OL0000373,ORD000203,PROD0098,1,107.19
OL0000374,ORD000203,PROD0083,1,47.24
OL0000375,ORD000204,PROD0237,1,28.06
OL0000376,ORD000205,PROD0241,1,253.35
OL0000377,ORD000206,PROD0234,1,133.36
OL0000378,ORD000207,PROD0027,2,424.84
OL0000379,ORD000208,PROD0246,1,176.09
OL0000380,ORD000208,PROD0107,1,178.28
OL0000381,ORD000209,PROD0176,-1,226.39
OL0000382,ORD000210,PROD0048,1,266.26
OL0000383,ORD000210,PROD0112,1,34.58
OL0000384,ORD000211,PROD0185,2,48.46
OL0000385,ORD000211,PROD0235,1,112.41
OL0000386,ORD000212,PROD0185,1,48.46
OL0000387,ORD000212,PROD0127,1,252.46
OL0000388,ORD000213,PROD0109,1,139.46
OL0000389,ORD000213,PROD0004,1,34.15
OL0000390,ORD000213,PROD0229,1,10.48
OL0000391,ORD000214,PROD0225,1,90.4
OL0000392,ORD000214,PROD0099,1,330.78
OL0000393,ORD000215,PROD0158,2,333.96
OL0000394,ORD000216,PROD0140,1,300.78
OL0000395,ORD000217,PROD0027,1,424.84
OL0000396,ORD000218,PROD0009,1,111.88
OL0000397,ORD000219,PROD0225,1,90.4
OL0000398,ORD000220,PROD0003,1,43.58
OL0000399,ORD000220,PROD0241,1,253.35
OL0000400,ORD000220,PROD0004,1,34.15
OL0000401,ORD000220,PROD0140,1,300.78
OL0000402,ORD000221,PROD0015,1,133.64
OL0000403,ORD000221,PROD0151,1,24.98
OL0000404,ORD000222,PROD0091,1,85.25
OL0000405,ORD000223,PROD0166,1,152.94
OL0000406,ORD000224,PROD0054,1,174.79
OL0000407,ORD000224,PROD0237,1,28.06
OL0000408,ORD000225,PROD0037,1,10.93
OL0000409,ORD000226,PROD0064,1,363.5
OL0000410,ORD000226,PROD0162,1,190.48
OL0000411,ORD000227,PROD0229,1,10.48
OL0000412,ORD000228,PROD0211,1,336.75
OL0000413,ORD000228,PROD0243,1,268.63
OL0000414,ORD000229,PROD0223,1,380.31
OL0000415,ORD000230,PROD0027,1,424.84
OL0000416,ORD000230,PROD0190,1,234.09
OL0000417,ORD000231,PROD0207,2,347.17
OL0000418,ORD000231,PROD0108,2,196.75
OL0000419,ORD000232,PROD0053,-1,252.18
OL0000420,ORD000232,PROD0164,1,211.32
OL0000421,ORD000233,PROD0199,1,280.63
OL0000422,ORD000233,PROD0117,1,200.76
OL0000423,ORD000234,PROD0195,3,323.28
OL0000424,ORD000235,PROD0103,2,130.54
OL0000425,ORD000236,PROD0181,-1,153.63
OL0000426,ORD000237,PROD0016,1,157.57
OL0000427,ORD000238,PROD0025,2,144.46
OL0000428,ORD000238,PROD0029,1,28.06
OL0000429,ORD000238,PROD0187,1,44.38
OL0000430,ORD000238,PROD0194,2,76.44
OL0000431,ORD000239,PROD0175,3,146.72
OL0000432,ORD000240,PROD0208,2,211.63
OL0000433,ORD000240,PROD0217,1,148.52
OL0000434,ORD000241,PROD0033,2,105.29
OL0000435,ORD000242,PROD0113,2,77.21
OL0000436,ORD000242,PROD0033,1,105.29
OL0000437,ORD000242,PROD0034,3,67.46
OL0000438,ORD000243,PROD0119,1,63.92
OL0000439,ORD000243,PROD0078,2,271.48
OL0000440,ORD000244,PROD0085,1,22.15
OL0000441,ORD000245,PROD0048,1,266.26
OL0000442,ORD000245,PROD0218,2,40.88
OL0000443,ORD000245,PROD0148,2,50.73
OL0000444,ORD000246,PROD0120,2,168.24
OL0000445,ORD000246,PROD0236,1,15.07
OL0000446,ORD000247,PROD0091,1,85.25
OL0000447,ORD000248,PROD0024,2,114.05
OL0000448,ORD000248,PROD0054,2,174.79
OL0000449,ORD000249,PROD0152,1,210.08
OL0000450,ORD000250,PROD0185,1,48.46
OL0000451,ORD000250,PROD0075,2,20.1
OL0000452,ORD000251,PROD0063,2,79.18
OL0000453,ORD000252,PROD0016,1,157.57
OL0000454,ORD000253,PROD0160,1,48.11
OL0000455,ORD000254,PROD0034,1,67.46
OL0000456,ORD000255,PROD0223,1,380.31
OL0000457,ORD000255,PROD0007,1,223.44
OL0000458,ORD000256,PROD0013,1,197.04
OL0000459,ORD000256,PROD0084,1,87.05
OL0000460,ORD000256,PROD0022,1,24.48
OL0000461,ORD000257,PROD0042,1,78.2
OL0000462,ORD000258,PROD0062,1,79.51
OL0000463,ORD000258,PROD0060,1,318.19
OL0000464,ORD000259,PROD0250,1,464.34
OL0000465,ORD000260,PROD0106,1,221.32
OL0000466,ORD000261,PROD0246,1,176.09
OL0000467,ORD000262,PROD0163,1,391.14
OL0000468,ORD000262,PROD0169,1,343.32
OL0000469,ORD000262,PROD0099,1,330.78
OL0000470,ORD000263,PROD0023,1,106.4
OL0000471,ORD000263,PROD0071,1,267.75
OL0000472,ORD000263,PROD0249,1,136.75
OL0000473,ORD000264,PROD0080,1,102.82
OL0000474,ORD000264,PROD0018,2,413.85
OL0000475,ORD000264,PROD0061,1,366.65
OL0000476,ORD000265,PROD0080,1,102.82
OL0000477,ORD000265,PROD0062,2,79.51
OL0000478,ORD000266,PROD0027,1,424.84
OL0000479,ORD000267,PROD0193,1,316.11
OL0000480,ORD000267,PROD0004,2,34.15
OL0000481,ORD000268,PROD0199,2,280.63
OL0000482,ORD000268,PROD0106,1,221.32
OL0000483,ORD000269,PROD0140,2,300.78
OL0000484,ORD000269,PROD0039,2,178.44
OL0000485,ORD000270,PROD0024,1,114.05
OL0000486,ORD000271,PROD0180,1,343.97
OL0000487,ORD000271,PROD0232,1,276.05
OL0000488,ORD000271,PROD0104,1,46.49
OL0000489,ORD000271,PROD0212,1,37.58
OL0000490,ORD000272,PROD0031,1,113.57
OL0000491,ORD000272,PROD0158,1,333.96
OL0000492,ORD000272,PROD0171,1,169.53
OL0000493,ORD000273,PROD0072,1,147.75
OL0000494,ORD000273,PROD0219,1,39.45
OL0000495,ORD000273,PROD0035,2,44.34
OL0000496,ORD000274,PROD0178,1,34.18
OL0000497,ORD000275,PROD0088,1,167.68
OL0000498,ORD000276,PROD0099,2,330.78
OL0000499,ORD000277,PROD0111,2,241.5
OL0000500,ORD000278,PROD0106,1,221.32
OL0000501,ORD000278,PROD0169,1,343.32
OL0000502,ORD000278,PROD0229,1,10.48
OL0000503,ORD000278,PROD0218,1,40.88
OL0000504,ORD000279,PROD0244,1,18.45
OL0000505,ORD000279,PROD0238,1,256.8
OL0000506,ORD000280,PROD0091,1,85.25
OL0000507,ORD000281,PROD0072,1,147.75
OL0000508,ORD000282,PROD0103,1,130.54
OL0000509,ORD000283,PROD0075,1,20.1
OL0000510,ORD000283,PROD0109,2,139.46
OL0000511,ORD000284,PROD0190,1,234.09
OL0000512,ORD000284,PROD0008,1,51.44
OL0000513,ORD000285,PROD0014,1,75.23
OL0000514,ORD000285,PROD0115,2,340.16
OL0000515,ORD000286,PROD0076,1,250.0
OL0000516,ORD000287,PROD0050,1,10.74
OL0000517,ORD000287,PROD0194,1,76.44
OL0000518,ORD000287,PROD0207,1,347.17
OL0000519,ORD000288,PROD0199,1,280.63
OL0000520,ORD000288,PROD0249,1,136.75
OL0000521,ORD000289,PROD0155,1,226.29
OL0000522,ORD000289,PROD0213,1,27.38
OL0000523,ORD000290,PROD0071,-1,267.75
OL0000524,ORD000291,PROD0106,-1,221.32
OL0000525,ORD000292,PROD0022,1,24.48
OL0000526,ORD000293,PROD0031,1,113.57
OL0000527,ORD000293,PROD0198,1,163.3
OL0000528,ORD000294,PROD0143,1,128.91
OL0000529,ORD000294,PROD0218,1,40.88
OL0000530,ORD000294,PROD0169,1,343.32
OL0000531,ORD000295,PROD0117,1,200.76
OL0000532,ORD000295,PROD0075,1,20.1
OL0000533,ORD000296,PROD0143,1,128.91
OL0000534,ORD000296,PROD0136,1,348.64
OL0000535,ORD000297,PROD0029,2,28.06
OL0000536,ORD000297,PROD0198,1,163.3
OL0000537,ORD000298,PROD0073,2,65.8
OL0000538,ORD000298,PROD0136,2,348.64
OL0000539,ORD000298,PROD0111,1,241.5
OL0000540,ORD000298,PROD0138,2,180.0
OL0000541,ORD000299,PROD0182,1,167.61
OL0000542,ORD000300,PROD0043,2,96.71
OL0000543,ORD000300,PROD0029,1,28.06
OL0000544,ORD000300,PROD0245,1,428.48
OL0000545,ORD000301,PROD0013,1,197.04
OL0000546,ORD000301,PROD0012,1,94.63
OL0000547,ORD000302,PROD0173,1,154.48
OL0000548,ORD000302,PROD0183,1,296.23
OL0000549,ORD000303,PROD0228,1,44.25
OL0000550,ORD000304,PROD0217,1,148.52
OL0000551,ORD000304,PROD0236,2,15.07
OL0000552,ORD000305,PROD0188,1,26.57
OL0000553,ORD000306,PROD0019,1,75.29
OL0000554,ORD000307,PROD0021,2,47.98
OL0000555,ORD000307,PROD0088,2,167.68
OL0000556,ORD000308,PROD0189,2,183.41
OL0000557,ORD000309,PROD0079,1,282.08
OL0000558,ORD000309,PROD0089,1,219.19
OL0000559,ORD000309,PROD0187,1,44.38
OL0000560,ORD000310,PROD0151,1,24.98
OL0000561,ORD000310,PROD0018,1,413.85
OL0000562,ORD000311,PROD0093,1,105.9
OL0000563,ORD000312,PROD0202,1,223.13
OL0000564,ORD000312,PROD0140,1,300.78
OL0000565,ORD000312,PROD0039,1,178.44
OL0000566,ORD000313,PROD0227,-1,198.13
OL0000567,ORD000314,PROD0115,1,340.16
OL0000568,ORD000315,PROD0154,2,156.33
OL0000569,ORD000315,PROD0037,1,10.93
OL0000570,ORD000316,PROD0227,2,198.13
OL0000571,ORD000316,PROD0200,2,312.72
OL0000572,ORD000316,PROD0047,1,276.8
OL0000573,ORD000316,PROD0118,-1,85.6
OL0000574,ORD000317,PROD0198,1,163.3
OL0000575,ORD000317,PROD0021,-1,47.98
OL0000576,ORD000318,PROD0094,1,295.43
OL0000577,ORD000319,PROD0004,1,34.15
OL0000578,ORD000320,PROD0218,1,40.88
OL0000579,ORD000321,PROD0173,1,154.48
OL0000580,ORD000322,PROD0199,1,280.63
