order_id,customer_id,order_date,currency_raw,order_status
ORD000031,CUST01924,2026-03-05 04:53:52.963909,USD,Completed
ORD000032,CUST00934,2025-07-20 12:47:20.330398,usd,Completed
ORD000033,CUST02538,2026-01-15 20:30:14.349015,US$,Completed
ORD000034,CUST00368,2026-02-25 03:23:13.826640,USD,Completed
ORD000035,CUST01890,2025-09-27 12:14:40.505805,USD,Cancelled
ORD000036,CUST00529,2025-10-12 14:20:44.214596,USD,Cancelled
ORD000037,CUST04917,2025-07-02 22:37:50.397614,usd,Completed
ORD000038,CUST00415,2025-09-12 15:12:21.976688,USD,Completed
ORD000039,CUST02151,2025-09-04 10:39:20.410887,usd,Completed
ORD000040,CUST03418,2026-02-14 08:08:21.748627,USD,Completed
ORD000041,CUST03421,2025-11-19 21:30:20.950686,USD,Completed
ORD000042,CUST00203,2026-01-27 17:15:51.556211,USD,Completed
ORD000043,CUST01150,2025-08-25 00:40:35.714417,USD ,Completed
ORD000044,CUST03516,2026-03-23 14:23:49.455324,USD,Completed
ORD000045,CUST04687,2026-03-29 01:58:17.799130,USD,Completed
ORD000046,CUST02101,2025-08-16 01:06:19.556269,usd,Completed
ORD000047,CUST02847,2025-09-19 17:33:17.704619,$,Completed
ORD000048,CUST00724,2025-12-04 06:53:49.490654,USD,Completed
ORD000049,CUST04494,2025-10-02 22:12:27.037913,$,Completed
ORD000050,CUST02004,2025-10-29 07:18:38.376593,USD,Completed
ORD000051,CUST04074,2025-08-25 13:56:19.302577,$,Completed
ORD000052,CUST04080_DUP,2026-03-08 14:16:13.600624,USD,Refunded
ORD000053,CUST00776,2026-01-06 02:18:59.833569,USD,Refunded
ORD000054,CUST02527,2025-12-01 23:24:52.848828,USD,Completed
ORD000055,CUST01907,2026-04-21 18:42:36.886716,USD,Completed
ORD000056,CUST02917,2025-12-24 06:24:01.048338,USD,Completed
ORD000057,CUST00851,2026-02-02 06:36:13.670585,USD,Completed
ORD000058,CUST03924,2026-05-03 07:47:39.596139,USD,Completed
ORD000059,CUST04058,2026-01-04 03:49:09.213438,USD,Completed
ORD000060,CUST01027,2025-08-08 13:28:18.768487,USD,Completed
ORD000061,CUST01776,2026-04-03 14:35:34.417984,USD,Completed
ORD000062,CUST04463,2025-09-18 09:05:46.926408,USD,Completed
ORD000063,CUST02929,2026-04-06 00:28:33.792437,USD,Completed
ORD000064,CUST03249,2025-12-07 01:24:51.849797,US$,Completed
ORD000065,CUST01323,2026-05-19 13:40:41.647596,USD,Completed
ORD000066,CUST04851,2026-03-16 19:29:01.192717,USD,Completed
ORD000067,CUST03564,2025-08-16 11:11:45.300474,USD,Completed
ORD000068,CUST04218,2026-06-01 12:47:40.221456,USD,Completed
ORD000069,CUST01596,2026-03-20 18:32:14.232249,USD,Completed
ORD000070,CUST03238,2026-04-03 20:13:20.219892,USD ,Completed
ORD000071,CUST01535,2025-12-03 09:39:39.002545,USD,Completed
ORD000072,CUST04406,2025-09-10 11:49:40.896889,$,Completed
ORD000073,CUST02388,2025-07-03 21:42:37.280220,USD,Completed
ORD000074,CUST02605,2025-08-21 07:37:04.634796,USD,Completed
ORD000075,CUST02650,2026-01-05 08:13:05.660936,USD,Completed
ORD000076,CUST03809,2025-11-05 06:59:21.044065,USD,Completed
ORD000077,CUST04942,2026-03-16 15:01:20.959156,US$,Completed
ORD000078,CUST00205,2026-03-18 00:03:52.828444,USD,Completed
ORD000079,CUST04564,2026-03-11 22:22:30.945949,USD,Completed
ORD000080,CUST00202,2025-10-09 19:46:19.739615,USD,Cancelled
ORD000081,CUST02384,2026-01-21 09:56:11.653292,USD,Completed
ORD000082,CUST03175,2025-11-07 23:06:46.684619,USD,Completed
ORD000083,CUST01544,2025-11-07 04:02:55.961243,USD,Cancelled
ORD000084,CUST01140,2026-06-29 17:22:14.689775,USD,Cancelled
ORD000085,CUST02888,2026-02-16 06:13:10.728570,US$,Completed
ORD000086,CUST00761,2026-01-07 01:05:46.067371,USD,Completed
ORD000087,CUST00936,2025-07-26 05:38:55.795936,US$,Completed
ORD000088,CUST03511,2025-07-17 07:23:24.278003,USD,Completed
ORD000089,CUST02958,2026-05-15 21:57:26.803490,usd,Completed
ORD000090,CUST04944,2026-01-29 11:23:49.172226,USD,Completed
ORD000091,CUST01483,2025-08-09 11:01:03.148104,USD,Completed
ORD000092,CUST04025,2026-02-05 17:14:03.796402,USD,Completed
ORD000093,CUST00408,2025-09-21 02:59:01.059076,USD,Completed
ORD000094,CUST01158,2026-01-27 01:11:22.810319,USD,Completed
ORD000095,CUST00833,2025-09-21 09:56:36.390070,usd,Completed
ORD000096,CUST00109,2025-11-13 08:24:52.888205,USD,Completed
ORD000097,CUST00296,2025-09-22 21:29:32.028238,USD,Completed
ORD000098,CUST00189,2025-09-21 21:46:39.317099,USD,Completed
ORD000099,CUST02824,2026-05-12 13:06:00.212672,USD,Completed
ORD000100,CUST01861,2025-10-29 19:06:04.507594,US$,Completed
ORD000101,CUST01728,2026-03-20 09:14:32.810969,US$,Completed
ORD000102,CUST00129,2025-09-03 01:38:42.146501,USD,Cancelled
ORD000103,CUST00112,2026-01-01 13:39:45.827664,usd,Completed
ORD000104,CUST01603,2025-11-04 03:25:24.002121,USD,Completed
ORD000105,CUST02144,2025-09-24 03:26:15.955338,usd,Cancelled
ORD000106,CUST03470,2026-01-12 20:01:20.376563,USD,Completed
ORD000107,CUST04704,2026-02-15 19:01:42.974540,USD,Completed
ORD000108,CUST02362,2025-07-04 05:32:33.992019,USD ,Completed
ORD000109,CUST02676,2025-10-11 06:53:50.594762,USD,Completed
ORD000110,CUST00754,2025-10-07 00:16:04.605004,US$,Completed
ORD000111,CUST02500,2026-05-20 18:20:05.152585,USD,Completed
ORD000112,CUST04896,2026-01-18 22:35:28.177963,USD,Completed
ORD000113,CUST04064,2026-02-23 17:25:35.736192,USD,Completed
ORD000114,CUST04447,2025-08-08 14:30:37.918297,$,Completed
ORD000115,CUST02965,2025-07-29 13:05:48.202902,USD,Completed
ORD000116,CUST03053,2026-02-26 19:53:20.233351,USD,Completed
ORD000117,CUST00538,2025-08-23 19:21:20.122698,USD,Completed
ORD000118,CUST04498,2025-07-22 07:06:08.648227,$,Completed
ORD000119,CUST03432,2025-07-18 10:51:56.761242,USD,Completed
ORD000120,CUST01628,2026-03-05 10:08:14.604545,USD,Completed
ORD000121,CUST04151,2025-08-29 23:12:20.335571,USD,Completed
ORD000122,CUST01874,2026-02-09 17:50:08.152870,USD,Cancelled
ORD000123,CUST04482,2026-02-24 05:11:19.416307,$,Completed
ORD000124,CUST03412,2026-02-14 05:32:56.756516,US$,Completed
ORD000125,CUST03209,2026-05-28 22:14:31.374916,US$,Completed
ORD000126,CUST01969,2025-09-18 08:35:13.116341,USD,Completed
ORD000127,CUST03775,2026-02-02 05:04:39.748574,USD,Completed
ORD000128,CUST00038,2026-03-10 22:16:49.835790,$,Cancelled
ORD000129,CUST02382,2025-07-15 10:53:42.027276,USD,Completed
ORD000130,CUST03347,2025-09-09 11:41:06.989363,usd,Completed
ORD000131,CUST01790,2025-08-11 02:19:23.570554,USD,Completed
ORD000132,CUST02464,2025-11-11 21:37:33.838726,USD,Refunded
ORD000133,CUST03528,2026-03-11 05:15:23.310722,USD ,Completed
ORD000134,CUST04388,2025-11-20 17:00:38.237264,USD,Completed
ORD000135,CUST02504,2026-06-14 06:23:39.757348,USD,Completed
ORD000136,CUST00262,2026-05-19 00:53:07.676689,USD,Completed
ORD000137,CUST03285,2025-07-16 16:01:01.166297,USD,Completed
ORD000138,CUST00068,2025-08-16 03:25:53.022814,USD,Completed
ORD000139,CUST01411,2025-10-05 03:37:55.789441,$,Completed
ORD000140,CUST01607,2025-07-14 01:58:53.071079,USD,Completed
ORD000141,CUST03661,2025-10-06 17:51:26.124264,USD,Completed
ORD000142,CUST01163,2026-02-01 15:07:27.236412,US$,Completed
ORD000143,CUST02209,2026-01-05 13:10:25.611319,USD,Cancelled
ORD000144,CUST00040,2026-01-15 11:08:26.350430,USD,Cancelled
ORD000145,CUST00520,2025-09-29 19:43:42.157302,USD,Completed
ORD000146,CUST02877,2026-06-23 00:56:33.813136,USD,Completed
ORD000147,CUST01087,2025-10-15 10:22:37.367406,USD,Completed
ORD000148,CUST02457,2025-08-15 19:39:14.389751,USD ,Completed
ORD000149,CUST01516,2026-05-30 06:17:14.201642,$,Completed
ORD000150,CUST01719,2026-04-28 00:57:57.565110,USD,Cancelled
ORD000151,CUST01141,2025-08-11 09:41:57.744069,$,Completed
ORD000152,CUST01905,2025-08-13 05:32:22.874196,US$,Completed
ORD000153,CUST02709,2025-08-16 00:30:11.075010,USD,Completed
ORD000154,CUST00824,2025-09-10 19:12:58.472862,USD,Completed
ORD000155,CUST02889,2025-09-05 19:00:07.690286,USD,Completed
ORD000156,CUST01367,2026-02-23 02:05:15.184550,USD,Completed
ORD000157,CUST03775,2026-04-04 18:08:21.132874,US$,Completed
ORD000158,CUST03557,2025-08-02 19:37:38.548951,US$,Completed
ORD000159,CUST01501,2026-06-16 02:27:05.736928,US$,Completed
ORD000160,CUST00419,2026-02-16 17:20:28.319742,USD,Completed
ORD000161,CUST04330,2026-04-24 06:22:20.252946,USD,Completed
ORD000162,CUST02868,2025-09-05 18:13:51.474919,USD,Completed
ORD000163,CUST00658,2025-12-22 12:04:04.664370,USD,Completed
ORD000164,CUST00336,2025-11-14 20:11:17.260271,usd,Completed
ORD000165,CUST00663,2026-03-21 10:12:27.564587,USD,Completed
ORD000166,CUST00643,2025-11-08 17:40:31.090762,USD,Cancelled
ORD000167,CUST02494,2026-01-24 10:23:37.330639,USD,Completed
ORD000168,CUST01802,2025-09-05 00:35:43.421389,USD,Completed
ORD000169,CUST03424,2026-06-27 13:39:46.213421,USD,Completed
ORD000170,CUST00882,2025-09-29 10:47:59.125523,USD,Completed
ORD000171,CUST03624,2025-08-26 08:16:09.508985,USD,Completed
ORD000172,CUST01151,2026-06-21 07:47:40.292949,US$,Completed
ORD000173,CUST03897,2025-10-05 22:36:45.289818,USD,Completed
ORD000174,CUST01367,2025-10-24 12:14:27.988772,usd,Completed
ORD000175,CUST00832,2026-04-24 17:11:03.581974,USD,Completed
ORD000176,CUST04209,2026-03-10 22:15:58.765571,USD,Completed
ORD000177,CUST03622,2025-12-09 18:58:03.204637,USD,Completed
ORD000178,CUST00486,2026-01-24 19:44:43.057270,USD,Completed
ORD000179,CUST04944,2025-12-19 18:39:15.389068,US$,Completed
ORD000180,CUST01925,2025-09-02 00:18:12.369703,$,Completed
ORD000181,CUST00605,2026-04-26 11:59:26.491746,USD,Completed
ORD000182,CUST00486,2025-09-03 14:49:30.370322,USD,Completed
ORD000183,CUST02703,2026-04-06 14:33:10.600120,usd,Completed
ORD000184,CUST04423,2026-01-14 21:35:20.933037,USD,Completed
ORD000185,CUST03431,2025-12-01 09:06:38.466214,USD,Completed
ORD000186,CUST00819,2025-08-08 11:15:12.533319,$,Cancelled
ORD000187,CUST01764,2026-06-01 04:17:49.681926,USD,Completed
ORD000188,CUST04351,2025-10-28 08:38:58.384619,$,Completed
ORD000189,CUST00316,2026-01-05 21:13:13.086044,USD,Completed
ORD000190,CUST00741,2026-03-02 20:51:15.303533,USD,Completed
ORD000191,CUST00469,2026-04-14 02:33:34.282417,USD,Completed
ORD000192,CUST01985,2026-01-05 03:27:49.218639,USD,Completed
ORD000193,CUST01186,2025-12-10 01:22:25.857713,USD,Completed
ORD000194,CUST01946,2025-08-29 05:16:31.834025,USD,Completed
ORD000195,CUST03862,2025-12-03 09:39:31.756927,USD,Completed
ORD000196,CUST03102,2025-10-06 19:03:45.862467,USD,Completed
ORD000197,CUST00524,2026-01-14 16:08:39.016974,USD,Completed
ORD000198,CUST04838,2025-08-16 16:50:32.569722,USD,Completed
ORD000199,CUST02120,2026-06-25 08:08:16.846812,USD,Completed
ORD000200,CUST01664,2026-04-26 18:56:27.199766,USD,Completed
ORD000201,CUST01356_DUP,2025-09-21 10:03:45.593948,USD,Cancelled
ORD000202,CUST00693,2025-12-05 09:35:37.368234,US$,Completed
ORD000203,CUST01285,2025-12-11 02:48:56.715655,USD,Completed
ORD000204,CUST03963,2025-07-20 00:23:40.230858,USD,Completed
ORD000205,CUST02628,2025-09-22 15:50:02.462461,USD,Completed
ORD000206,CUST04789,2026-01-18 21:18:55.112469,USD,Completed
ORD000207,CUST03832,2026-05-24 08:12:53.324552,USD,Completed
ORD000208,CUST02784,2025-10-17 21:35:05.238997,US$,Cancelled
ORD000209,CUST01751,2026-02-25 04:56:12.702967,US$,Completed
ORD000210,CUST03501,2025-12-04 06:51:21.783499,USD,Completed
ORD000211,CUST00439,2026-02-28 05:22:27.314826,usd,Completed
ORD000212,CUST02718_DUP,2026-01-06 13:11:00.422848,USD,Completed
ORD000213,CUST04506,2025-09-01 05:13:00.223117,USD,Completed
ORD000214,CUST00619,2025-09-05 18:27:43.290606,usd,Completed
ORD000215,CUST03773,2026-04-18 03:40:32.688641,USD,Completed
ORD000216,CUST00221,2026-04-30 16:26:03.051085,USD,Completed
ORD000217,CUST03697,2026-02-07 15:52:58.510900,USD,Completed
ORD000218,CUST02393,2026-02-04 04:23:32.581620,USD,Completed
ORD000219,CUST04080_DUP,2025-07-05 14:18:12.666530,US$,Completed
ORD000220,CUST01610,2026-03-29 09:37:52.343853,USD,Completed
ORD000221,CUST00419,2026-05-22 03:39:33.648705,USD,Refunded
ORD000222,CUST00049,2026-02-13 10:35:49.476520,USD,Completed
ORD000223,CUST04266,2025-10-02 15:37:26.598581,USD,Completed
ORD000224,CUST03671_DUP,2025-10-27 20:41:16.570210,USD,Completed
ORD000225,CUST02537,2025-07-12 12:25:46.871563,USD,Cancelled
ORD000226,CUST01394,2025-11-11 15:46:25.370078,USD,Completed
ORD000227,CUST03708,2025-11-16 07:44:05.065435,usd,Completed
ORD000228,CUST00390,2025-08-25 09:17:50.507087,USD,Completed
ORD000229,CUST01686,2025-12-11 05:10:02.343923,USD,Completed
ORD000230,CUST03763,2025-10-31 17:17:24.805299,USD,Completed
ORD000231,CUST00564,2026-01-31 01:24:12.248684,USD,Completed
ORD000232,CUST01967,2026-06-16 21:41:55.575052,usd,Completed
ORD000233,CUST00789,2026-01-18 21:37:40.010854,USD,Cancelled
ORD000234,CUST04502,2025-08-12 01:51:04.385727,USD,Completed
ORD000235,CUST00588,2026-03-10 15:07:52.298688,USD,Completed
ORD000236,CUST00821,2025-08-30 08:47:02.307903,USD,Completed
ORD000237,CUST00493,2026-05-30 23:01:16.391866,USD,Completed
ORD000238,CUST01220,2026-01-02 22:52:39.718979,USD,Completed
ORD000239,CUST04481,2026-03-26 04:56:47.166253,USD,Completed
ORD000240,CUST01424,2026-03-26 22:15:51.417419,USD,Completed
ORD000241,CUST01614,2026-02-13 23:32:36.520541,USD,Completed
ORD000242,CUST03169,2025-11-01 15:49:10.624606,USD,Completed
ORD000243,CUST03368,2026-02-15 07:18:52.603689,USD,Completed
ORD000244,CUST01947,2026-03-24 01:45:21.624334,USD,Completed
ORD000245,CUST00705,2026-06-14 12:27:33.939035,USD,Completed
ORD000246,CUST02012,2026-01-19 00:30:32.719855,usd,Completed
ORD000247,CUST03817,2026-01-03 22:09:09.400225,usd,Completed
ORD000248,CUST02509,2026-04-05 07:31:51.579777,USD,Completed
ORD000249,CUST01509,2026-01-25 10:56:21.574533,USD,Completed
ORD000250,CUST01061,2025-12-12 07:26:45.659827,USD,Completed
ORD000251,CUST00817,2026-04-27 23:06:08.535464,usd,Refunded
ORD000252,CUST00073,2025-09-25 19:56:14.495814,USD,Completed
ORD000253,CUST02204,2025-10-15 17:39:45.441455,USD,Completed
ORD000254,CUST00226,2026-06-26 05:38:32.611525,usd,Completed
ORD000255,CUST04970,2025-11-18 08:20:05.304903,USD,Completed
ORD000256,CUST03759,2025-11-02 01:34:07.724905,USD,Completed
ORD000257,CUST00903,2026-04-24 14:31:48.314704,US$,Completed
ORD000258,CUST00660,2025-12-27 18:28:10.903879,USD,Completed
ORD000259,CUST02490,2025-12-04 15:43:35.393806,USD,Cancelled
ORD000260,CUST03444,2026-06-09 03:07:03.007431,USD,Completed
ORD000261,CUST03240,2025-08-14 15:08:33.785339,USD,Completed
ORD000262,CUST00942,2026-03-09 13:40:08.768784,USD,Completed
ORD000263,CUST04084,2025-08-07 01:25:13.026180,USD,Completed
ORD000264,CUST00953,2025-12-22 04:53:05.915351,USD,Completed
ORD000265,CUST04100,2026-04-03 13:41:42.057202,USD,Completed
ORD000266,CUST03487,2025-08-14 03:49:34.340401,USD,Completed
ORD000267,CUST00873,2025-10-28 21:14:25.184978,USD,Completed
ORD000268,CUST03127,2026-05-23 13:38:37.566674,$,Completed
ORD000269,CUST01793,2026-03-10 12:12:27.696695,$,Completed
ORD000270,CUST04051,2026-03-30 19:41:47.474918,USD,Completed
ORD000271,CUST04461,2025-11-11 04:27:03.308861,US$,Completed
ORD000272,CUST02347,2026-03-11 18:02:16.824122,US$,Completed
ORD000273,CUST01146,2026-05-20 18:07:05.909356,USD,Completed
ORD000274,CUST02365,2026-03-15 14:49:09.772722,USD,Refunded
ORD000275,CUST02474,2025-12-31 18:18:15.056370,USD,Completed
ORD000276,CUST03124,2025-12-18 21:54:45.498869,USD,Completed
ORD000277,CUST01790,2026-05-27 13:09:54.201394,USD,Cancelled
ORD000278,CUST00905,2026-05-12 23:01:10.246502,USD,Completed
ORD000279,CUST00793,2026-01-19 12:56:57.758256,USD,Completed
ORD000280,CUST00838,2026-06-24 18:19:16.071827,USD,Completed
ORD000281,CUST01858,2026-05-27 01:39:10.329061,USD,Completed
ORD000282,CUST04358,2026-02-18 15:50:42.363944,usd,Completed
ORD000283,CUST03406,2025-07-16 12:13:45.184968,USD,Completed
ORD000284,CUST02051,2025-08-14 06:39:30.016378,USD,Completed
ORD000285,CUST04632,2026-06-28 01:38:12.736137,USD,Completed
ORD000286,CUST03958,2025-12-18 13:03:21.098910,$,Completed
ORD000287,CUST04516,2026-03-14 02:54:33.949827,USD,Refunded
ORD000288,CUST00025,2025-10-08 13:50:51.737862,USD,Completed
ORD000289,CUST03985,2026-02-15 00:29:14.954483,USD,Cancelled
ORD000290,CUST01867,2025-11-05 16:58:47.385538,USD,Completed
ORD000291,CUST00646,2025-10-08 22:17:17.169531,usd,Completed
ORD000292,CUST01484,2025-11-08 07:52:41.957236,usd,Completed
ORD000293,CUST04865,2025-07-17 02:44:20.228391,USD,Completed
ORD000294,CUST03954,2026-06-01 07:53:16.456596,$,Completed
ORD000295,CUST04902,2026-05-09 16:45:43.436267,USD,Completed
ORD000296,CUST02165,2026-06-06 06:04:57.756511,USD,Completed
ORD000297,CUST01190,2026-03-01 05:45:28.588977,USD,Completed
ORD000298,CUST03701,2025-07-23 23:27:16.889852,USD,Completed
ORD000299,CUST02301,2025-12-09 00:04:25.169907,USD,Completed
ORD000300,CUST00168,2025-08-25 16:08:58.853478,USD,Completed
ORD000301,CUST04780,2026-01-13 00:05:24.181511,usd,Cancelled
ORD000302,CUST00438,2025-10-30 06:33:10.665726,US$,Completed
ORD000303,CUST03672,2025-11-22 17:42:29.001729,USD,Completed
ORD000304,CUST04266,2026-05-18 20:31:49.803346,USD,Completed
ORD000305,CUST03909,2026-02-13 12:26:17.910517,US$,Completed
ORD000306,CUST03677,2026-02-19 00:33:31.804501,USD,Completed
ORD000307,CUST01321,2026-05-04 13:37:18.722268,$,Completed
ORD000308,CUST04017,2026-02-07 19:27:17.630804,USD,Completed
ORD000309,CUST03353,2025-11-05 11:00:49.845006,usd,Refunded
ORD000310,CUST02916,2026-04-24 06:58:38.889512,USD,Completed
ORD000311,CUST04379,2025-09-25 04:02:37.137953,USD,Refunded
ORD000312,CUST00078,2025-07-06 12:37:05.134851,USD,Completed
ORD000313,CUST02568,2026-03-02 17:14:23.717347,USD,Completed
ORD000314,CUST03342,2025-10-06 23:09:24.006837,USD,Completed
ORD000315,CUST04886,2025-10-29 16:44:26.155896,USD,Cancelled
ORD000316,CUST02887,2026-06-10 21:52:13.868808,USD,Completed
ORD000317,CUST03395,2026-05-26 23:55:30.757026,USD,Completed
ORD000318,CUST04988,2025-08-25 05:28:32.705814,USD,Completed
ORD000319,CUST04593,2026-03-16 14:30:14.285239,USD,Completed
ORD000320,CUST01731,2026-05-07 06:39:25.797729,USD,Completed
ORD000321,CUST04834,2026-06-04 22:38:56.208695,USD,Cancelled
ORD000322,CUST00439,2025-07-10 09:31:19.350156,USD,Refunded
ORD000323,CUST01366,2026-06-27 06:00:14.192780,USD,Completed
ORD000324,CUST01698,2026-03-13 15:33:07.098632,USD,Completed
ORD000325,CUST00630,2025-07-16 19:10:00.546382,USD,Completed
ORD000326,CUST01545,2025-12-30 04:59:39.625691,usd,Completed
ORD000327,CUST00942,2026-03-07 03:59:11.463852,USD,Completed
ORD000328,CUST01594,2026-02-20 01:55:24.589724,USD,Completed
ORD000329,CUST01984,2026-03-29 14:04:32.317465,USD,Completed
ORD000330,CUST04317,2025-09-06 10:55:19.873204,USD,Completed
ORD000331,CUST00372,2026-06-13 18:53:19.779504,USD,Completed
ORD000332,CUST00462,2026-06-01 11:53:08.833704,USD,Completed
ORD000333,CUST04927,2025-10-21 19:17:47.793647,USD,Completed
ORD000334,CUST04227,2026-01-05 11:19:12.657824,usd,Completed
ORD000335,CUST02800,2026-01-08 14:07:39.381036,USD,Cancelled
ORD000336,CUST01921,2026-04-03 07:05:27.376846,USD,Cancelled
ORD000337,CUST04491,2026-06-07 00:09:55.904560,usd,Completed
ORD000338,CUST03948,2026-04-08 17:00:56.815340,US$,Refunded
ORD000339,CUST01785,2026-04-03 17:10:56.831565,USD,Completed
ORD000340,CUST02640,2025-09-25 02:44:25.156099,usd,Cancelled
ORD000341,CUST00868,2026-01-31 03:59:09.532992,USD,Completed
ORD000342,CUST04917,2026-02-16 04:48:53.274116,usd,Completed
ORD000343,CUST04569,2025-07-19 05:08:43.785895,US$,Completed
ORD000344,CUST02082,2026-02-08 15:25:53.906425,US$,Completed
ORD000345,CUST01471,2026-05-14 10:27:22.686843,$,Completed
ORD000346,CUST01493,2025-12-26 14:30:48.346242,usd,Completed
ORD000347,CUST00306,2026-03-18 12:51:47.865154,USD,Completed
ORD000348,CUST01911,2026-03-18 04:05:14.441198,USD,Completed
ORD000349,CUST02116,2026-04-05 11:18:32.078582,USD,Completed
ORD000350,CUST04546,2025-11-01 21:52:26.376884,USD,Completed
ORD000351,CUST02572,2026-06-05 17:11:18.413813,USD,Completed
ORD000352,CUST04941,2025-12-08 11:59:45.407415,USD,Cancelled
ORD000353,CUST03853,2025-11-28 12:27:50.788644,USD,Completed
ORD000354,CUST02767,2025-07-22 15:31:29.856441,usd,Completed
ORD000355,CUST04810,2026-02-28 01:54:50.528012,USD,Completed
ORD000356,CUST02969,2026-02-19 10:43:14.695154,US$,Completed
ORD000357,CUST03808,2026-01-20 15:36:39.902276,USD,Completed
ORD000358,CUST00264,2026-05-15 18:47:06.735509,USD,Completed
ORD000359,CUST04960,2026-02-13 11:36:36.640492,US$,Completed
ORD000360,CUST03776,2026-03-15 10:58:45.023438,USD,Completed
ORD000361,CUST01542,2026-01-29 04:22:40.540513,USD,Cancelled
ORD000362,CUST00762,2026-05-04 16:51:21.354418,USD,Completed
ORD000363,CUST00546,2025-12-01 19:45:49.516701,US$,Completed
ORD000364,CUST03855,2026-04-24 01:24:04.884951,USD,Completed
ORD000365,CUST00236,2026-02-18 10:02:51.670601,USD,Completed
ORD000366,CUST03923,2025-11-07 04:00:13.983935,USD,Completed
ORD000367,CUST00092,2025-12-29 01:14:23.841456,usd,Completed
ORD000368,CUST01087,2025-08-07 22:42:20.455262,USD,Completed
ORD000369,CUST02215,2025-11-21 15:51:09.472347,USD,Completed
ORD000370,CUST01881,2026-06-11 13:23:41.538078,US$,Completed
ORD000371,CUST02013,2026-06-29 16:15:07.312984,USD,Completed
ORD000372,CUST02562,2025-10-23 16:54:39.437208,USD,Completed
ORD000373,CUST04459,2025-07-08 00:29:57.184269,USD,Completed
ORD000374,CUST02378,2026-02-12 05:55:52.861024,USD,Completed
ORD000375,CUST04529,2026-06-11 11:18:22.821041,US$,Completed
ORD000376,CUST00253,2026-05-03 08:52:07.433545,USD,Completed
ORD000377,CUST03014,2026-02-17 04:02:20.223933,USD,Completed
ORD000378,CUST03599,2026-02-19 22:22:53.721302,USD,Completed
ORD000379,CUST00745,2025-07-15 10:27:58.752002,USD,Completed
ORD000380,CUST03489,2026-02-21 11:51:23.691042,USD,Refunded
ORD000381,CUST03413,2025-10-06 05:32:31.262514,USD ,Completed
ORD000382,CUST04719,2026-06-23 03:59:41.434909,USD,Completed
ORD000383,CUST02880,2026-01-27 04:05:10.964391,USD,Completed
ORD000384,CUST00533,2025-07-25 19:36:05.080122,US$,Completed
ORD000385,CUST02621,2026-01-24 11:38:56.746972,USD,Completed
ORD000386,CUST02459,2026-03-23 03:51:22.854316,US$,Refunded
ORD000387,CUST00458,2026-03-17 08:07:13.764235,USD,Completed
ORD000388,CUST03159,2025-10-02 17:46:47.875340,US$,Completed
ORD000389,CUST00579,2025-08-12 01:45:22.124976,USD,Completed
ORD000390,CUST03141,2025-12-12 05:56:18.417639,USD,Completed
ORD000391,CUST04735,2025-10-15 16:14:00.640764,USD,Completed
ORD000392,CUST01430,2026-02-09 06:27:45.285182,USD,Completed
ORD000393,CUST03127,2025-07-08 06:16:21.213236,USD,Completed
ORD000394,CUST03469,2026-06-11 01:26:19.297765,USD,Completed
ORD000395,CUST04669,2025-10-08 10:43:40.274833,USD,Completed
ORD000396,CUST03144,2026-02-08 09:08:30.661358,USD,Completed
